Zotero Key,DOI,Title,Year,Authors
HJJ35ANP,,LogShield: a transformer-based APT detection system leveraging self-attention,2023,"Afnan, Sihat; Sadia, Mushtari; Iqbal, Shahrear; Iqbal, Anindya"
F56QSUD7,,DefectHunter: a novel LLM-driven boosted-conformer-based code vulnerability detection mechanism,2023,"Wang, Jin; Huang, Zishan; Liu, Hengli; Yang, Nianyi; Xiao, Yinhao"
QENV2HSK,,"From chatbots to PhishBots? -- preventing phishing scams created using ChatGPT, google bard and claude",2023,"Roy, Sayak Saha; Thota, Poojitha; Naragam, Krishna Vamsi; Nilizadeh, Shirin"
5DTBEUTD,,RAGLog: log anomaly detection using retrieval augmented generation,2023,"Pan, Jonathan; Wong, Swee Liang; Yuan, Yidi"
VRMI966F,,ChatGPT and other large language models for cybersecurity of smart grid applications,2023,"Zaboli, Aydin; Choi, Seong Lok; Song, Tai-Jin; Hong, Junho"
J7CQPQ8E,,HuntGPT: integrating machine learning-based anomaly detection and explainable AI with large language models (LLMs),2023,"Ali, Tarek; Kostakos, Panos"
2N4A5RVJ,,Asset-centric threat modeling for AI-based systems,2024,"Assen, Jan von der; Sharif, Jamo; Feng, Chao; Killer, Christian; Bovet, Gérôme; Stiller, Burkhard"
JEKBBUB5,,Detecting scams using large language models,2024,"Jiang, Liming"
V2W9KVZ4,,CORTEX: collaborative LLM agents for high-stakes alert triage,2025,"Wei, Bowen; Tay, Yuan Shen; Liu, Howard; Pan, Jinhao; Luo, Kun; Zhu, Ziwei; Jordan, Chris"
ZMF4DKIC,,POLAR: automating cyber threat prioritization through LLM-powered assessment,2025,"Tang, Luoxi; Meng, Yuqiao; Patra, Ankita; Ma, Weicheng; Ye, Muchao; Xi, Zhaohan"
CC3T3J5M,,Intrusion detection system with machine learning and multiple datasets,2023,"Xuan, Haiyan; Manohar, Mohith"
XHQPP2H5,,ParaFuzz: an interpretability-driven technique for detecting poisoned samples in NLP,2023,"Yan, Lu; Zhang, Zhuo; Tao, Guanhong; Zhang, Kaiyuan; Chen, Xuan; Shen, Guangyu; Zhang, Xiangyu"
RARSU4FV,,Baseline defenses for adversarial attacks against aligned language models,2023,"Jain, Neel; Schwarzschild, Avi; Wen, Yuxin; Somepalli, Gowthami; Kirchenbauer, John; Chiang, Ping-yeh; Goldblum, Micah; Saha, Aniruddha; Geiping, Jonas; Goldstein, Tom"
U3JAVVWP,,Revolutionizing cyber threat detection with large language models: a privacy-preserving BERT-based lightweight model for IoT/IIoT devices,2023,"Ferrag, Mohamed Amine; Ndhlovu, Mthandazo; Tihanyi, Norbert; Cordeiro, Lucas C.; Debbah, Merouane; Lestable, Thierry; Thandi, Narinderjit Singh"
JFSH7ZXZ,,RigorLLM: resilient guardrails for large language models against undesired content,2024,"Yuan, Zhuowen; Xiong, Zidi; Zeng, Yi; Yu, Ning; Jia, Ruoxi; Song, Dawn; Li, Bo"
XTEBCJRV,,ChatSpamDetector: leveraging large language models for effective phishing email detection,2024,"Koide, Takashi; Fukushi, Naoki; Nakano, Hiroki; Chiba, Daiki"
35X9ECAH,,Memory-augmented log analysis with phi-4-mini: enhancing threat detection in structured security logs,2025,"Guo, Anbi; Farooque, Mahfuza"
6DM67VVI,,MalCVE: malware detection and CVE association using large language models,2025,"Cristea, Eduard Andrei; Molnes, Petter; Li, Jingyue"
IFHHXJXM,,CrossGuard: safeguarding MLLMs against joint-modal implicit malicious attacks,2025,"Zhang, Xu; Li, Hao; Lu, Zhichao"
X8FV9MMI,,DeepTx: real-time transaction risk analysis via multi-modal features and LLM reasoning,2025,"Liu, Yixuan; Li, Xinlei; Li, Yi"
JP54A5CX,,VisuoAlign: safety alignment of LVLMs with multimodal tree search,2025,"Li, MingSheng; Zhao, Guangze; Liu, Sichen"
DM3U88WC,,TraceAegis: securing LLM-based agents via hierarchical and behavioral anomaly detection,2025,"Liu, Jiahao; Ruan, Bonan; Yang, Xianglin; Lin, Zhiwei; Liu, Yan; Wang, Yang; Wei, Tao; Liang, Zhenkai"
6EZG7DHD,,Proactive DDoS detection and mitigation in decentralized software-defined networking via port-level monitoring and zero-training large language models,2025,"Swileh, Mohammed N.; Zhang, Shengli"
3BXNQEVG,,Defending against prompt injection with DataFilter,2025,"Wang, Yizhu; Chen, Sizhe; Alkhudair, Raghad; Alomair, Basel; Wagner, David"
55Q4VJ93,,SentinelNet: safeguarding multi-agent collaboration through credit-based dynamic threat detection,2025,"Feng, Yang; Pan, Xudong"
8F3D3H7K,,ParaVul: a parallel large language model and retrieval-augmented framework for smart contract vulnerability detection,2025,"Huang, Tenghui; Wen, Jinbo; Kang, Jiawen; Chen, Siyong; Li, Zhengtao; Zhang, Tao; Liu, Dongning; Wang, Jiacheng; Cai, Chengjun; Liu, Yinqiu; Niyato, Dusit"
4GEUM4UQ,,Adaptive and robust data poisoning detection and sanitization in wearable IoT systems using large language models,2025,"Mithsara, W. K. M; Yang, Ning; Imteaj, Ahmed; Zangoti, Hussein; Shahid, Abdur R."
EA35ZJSN,,Adapting large language models to emerging cybersecurity using retrieval augmented generation,2025,"Borah, Arnabh; Alam, Md Tanvirul; Rastogi, Nidhi"
SMA7UFZ9,,Large language models for cyber security,2025,"Somani, Raunak; Cherukuri, Aswani Kumar"
35FNGCDU,,RAG-targeted adversarial attack on LLM-based threat detection and mitigation framework,2025,"Ikbarieh, Seif; Aryal, Kshitiz; Gupta, Maanak"
APJ99UQI,,"MH-1M: a 1.34 million-sample comprehensive multi-feature android malware dataset for machine learning, deep learning, large language models, and threat intelligence research",2025,"Braganca, Hendrio; Kreutz, Diego; Rocha, Vanderson; Assolin, Joner; Feitosa, and Eduardo"
7WCF86MJ,,MCPGuard : automatically detecting vulnerabilities in MCP servers,2025,"Wang, Bin; Liu, Zexin; Yu, Hao; Yang, Ao; Huang, Yenan; Guo, Jing; Cheng, Huangsheng; Li, Hui; Wu, Huiyu"
KT8NU6PD,,Evaluation of vision-LLMs in surveillance video,2025,"Benschop, Pascal; Meo, Cristian; Dauwels, Justin; Mense, Jelte P."
7HNPVT92,,LLMLogAnalyzer: a clustering-based log analysis chatbot using large language models,2025,"Cai, Peng; Ryan, Reza; Karie, Nickson M."
EB58PGXI,,An LLM-powered AI agent framework for holistic IoT traffic interpretation,2025,"Worae, Daniel Adu; Mastorakis, Spyridon"
RBPBES5G,,CTIArena: benchmarking LLM knowledge and reasoning across heterogeneous cyber threat intelligence,2025,"Cheng, Yutong; Liu, Yang; Li, Changze; Song, Dawn; Gao, Peng"
KFJ6U2BB,,"Unified threat detection and mitigation framework (UTDMF): combating prompt injection, deception, and bias in enterprise-scale transformers",2025,"KumarRavindran, Santhosh"
JRG9BAH2,,Training-free In-context forensic chain for image manipulation detection and localization,2025,"Chen, Rui; Liu, Bin; Miao, Changtao; Wang, Xinghao; Li, Yi; Gong, Tao; Chu, Qi; Yu, Nenghai"
8QUIFA8Q,,CLASP: cost-optimized LLM-based agentic system for phishing detection,2025,"Trad, Fouad; Chehab, Ali"
JIMAER9H,,XGen-Q: an explainable domain-adaptive LLM framework with retrieval-augmented generation for software security,2025,"Jelodar, Hamed; Meymani, Mohammad; Razavi-Far, Roozbeh; Ghorbani, Ali A."
9T4Q5HMN,,RHINO: guided reasoning for mapping network logs to adversarial tactics and techniques with large language models,2025,"Meng, Fanchao; Gui, Jiaping; Li, Yunbo; Wu, Yue"
MZDA8ZJE,,"From flows to words: can zero-/few-shot LLMs detect network intrusions? A grammar-constrained, calibrated evaluation on UNSW-NB15",2025,"Rehman, Mohammad Abdul; Shah, Syed Imad Ali; Anwar, Abbas; Islam, Noor"
3FF6R92B,,L2M-AID: autonomous cyber-physical defense by fusing semantic reasoning of large language models with multi-agent reinforcement learning (preprint),2025,"Xu, Tianxiang; Wen, Zhichao; Zhao, Xinyu; Wang, Jun; Li, Yan; Liu, Chang"
3FZDPBWK,,Toward a safer web: multilingual multi-agent LLMs for mitigating adversarial misinformation attacks,2025,"Aldahoul, Nouar; Zaki, Yasir"
G4U5P9F9,,From description to detection: LLM based extendable O-RAN compliant blind DoS detection in 5G and beyond,2025,"Dayaratne, Thusitha; Pham, Ngoc Duy; Vo, Viet; Lai, Shangqi; Abuadbba, Sharif; Suzuki, Hajime; Yuan, Xingliang; Rudolph, Carsten"
UNMF48WG,,NegBLEURT forest: leveraging inconsistencies for detecting jailbreak attacks,2025,"Sleem, Lama; Francois, Jerome; Li, Lujun; Foucher, Nathan; Gentile, Niccolo; State, Radu"
DS3XTC5F,,Design and implementation of a distributed security threat detection system integrating federated learning and multimodal LLM,2025,"Wang, Yuqing; Yang, Xiao"
NEZCZPNZ,,Beyond natural language perplexity: detecting dead code poisoning in code generation datasets,2025,"Tsai, Chi-Chien; Yu, Chia-Mu; Lin, Ying-Dar; Wu, Yu-Sung; Lee, Wei-Bin"
QU6IBDAQ,,Training large language models for advanced typosquatting detection,2025,"Welch, Jackson"
S5ISKRFH,,Knowledge transfer from LLMs to provenance analysis: a semantic-augmented method for APT detection,2025,"Zuo, Fei; Rhee, Junghwan; Choe, Yung Ryn"
A9E6E56I,,RedChronos: a large language model-based log analysis system for insider threat detection in enterprises,2025,"Li, Chenyu; Zhu, Zhengjia; He, Jiyan; Zhang, Xiu"
ZHAEW8BN,,AttackSeqBench: benchmarking large language models in analyzing attack sequences within cyber threat intelligence,2025,"Ma, Haokai; Yong, Javier; Ma, Yunshan; Chen, Kuei; Yusof, Anis; Liang, Zhenkai; Chang, Ee-Chien"
ET3VQJKH,,Personalized attacks of social engineering in multi-turn conversations: LLM agents for simulation and detection,2025,"Kumarage, Tharindu; Johnson, Cameron; Adams, Jadie; Ai, Lin; Kirchner, Matthias; Hoogs, Anthony; Garland, Joshua; Hirschberg, Julia; Basharat, Arslan; Liu, Huan"
NF8823T5,,EXPLICATE: enhancing phishing detection through explainable AI and LLM-powered interpretability,2025,"Lim, Bryan; Huerta, Roman; Sotelo, Alejandro; Quintela, Anthonie; Kumar, Priyanka"
75HWSCUH,,CyLens: towards reinventing cyber threat intelligence in the paradigm of agentic large language models,2025,"Liu, Xiaoqun; Liang, Jiacheng; Yan, Qiben; Jang, Jiyong; Mao, Sicheng; Ye, Muchao; Jia, Jinyuan; Xi, Zhaohan"
BSBC773U,,Unleashing the power of pre-trained encoders for universal adversarial attack detection,2025,"Zhang, Yinghe; Liu, Chi; Zhou, Shuai; Shen, Sheng; Gui, Peng"
5WGUTCM9,,Exposing the ghost in the transformer: abnormal detection for large language models via hidden state forensics,2025,"Zhou, Shide; Wang, Kailong; Shi, Ling; Wang, Haoyu"
7BPNF7KR,,CleanVul: automatic function-level vulnerability detection in code commits using LLM heuristics,2024,"Li, Yikun; Zhang, Ting; Widyasari, Ratnadira; Tun, Yan Naing; Nguyen, Huu Hung; Bui, Tan; Irsan, Ivana Clairine; Cheng, Yiran; Lan, Xiang; Ang, Han Wei; Liauw, Frank; Weyssow, Martin; Kang, Hong Jin; Ouh, Eng Lieh; Shar, Lwin Khin; Lo, David"
WHT7EAZM,,ThreatModeling-LLM: automating threat modeling using large language models for banking system,2024,"Wu, Tingmin; Yang, Shuiqiao; Liu, Shigang; Nguyen, David; Jang, Seung; Abuadbba, Alsharif"
A2QGHG86,,Enhanced LLM-based framework for predicting null pointer dereference in source code,2024,"Sultan, Md. Fahim; Karim, Tasmin; Shaon, Md. Shazzad Hossain; Wardat, Mohammad; Akter, Mst Shapna"
R2IGIS6M,,Detecting instruction fine-tuning attacks on language models using influence function,2025,"Li, Jiawei"
P4FZAW59,,Investigating cybersecurity incidents using large language models in latest-generation wireless networks,2025,"Legashev, Leonid; Zhigalov, Arthur"
U2C6WKAQ,,ControlNET: a firewall for RAG-based LLM system,2025,"Yao, Hongwei; Shi, Haoran; Chen, Yidou; Jiang, Yixin; Wang, Cong; Qin, Zhan"
M3HJFQKN,,LLM-assisted proactive threat intelligence for automated reasoning,2025,"Paul, Shuva; Alemi, Farhad; Macwan, Richard"
C45JI8T5,,TrafficLLM: enhancing large language models for network traffic analysis with generic traffic representation,2025,"Cui, Tianyu; Lin, Xinjie; Li, Sijia; Chen, Miao; Yin, Qilei; Li, Qi; Xu, Ke"
5V44CFH9,,GenXSS: an AI-driven framework for automated detection of XSS attacks in WAFs,2025,"Babaey, Vahid; Ravindran, Arun"
DPG2MSKF,,BotSim: LLM-powered malicious social botnet simulation,2024,"Qiao, Boyu; Li, Kun; Zhou, Wei; Li, Shilong; Lu, Qianqian; Hu, Songlin"
FDMJ253H,,BDefects4NN: a backdoor defect database for controlled localization studies in neural networks,2024,"Xiao, Yisong; Liu, Aishan; Zhang, Xinwei; Zhang, Tianyuan; Li, Tianlin; Liang, Siyuan; Liu, Xianglong; Liu, Yang; Tao, Dacheng"
BERIF2CV,,Proactive adversarial defense: harnessing prompt tuning in vision-language models to detect unseen backdoored images,2024,"Stein, Kyle; Mahyari, Andrew Arash; Francia, Guillermo; El-Sheikh, Eman"
DJP43PBI,,Unseen attack detection in software-defined networking using a BERT-based large language model,2024,"Swileh, Mohammed N.; Zhang, Shengli"
KSEQ4RWP,,Labeling NIDS rules with MITRE ATT&CK techniques: machine learning vs. Large language models,2024,"Daniel, Nir; Kaiser, Florian Klaus; Giladi, Shay; Sharabi, Sapir; Moyal, Raz; Shpolyansky, Shalev; Murillo, Andres; Elyashar, Aviad; Puzis, Rami"
6KW2756M,,U-GIFT: uncertainty-guided firewall for toxic speech in few-shot scenario,2025,"Song, Jiaxin; Wang, Xinyu; Wang, Yihao; Tang, Yifan; Zhang, Ru; Liu, Jianyi; Liu, Gongshen"
ANGS9ZKE,,BARTPredict: empowering IoT security with LLM-driven cyber threat prediction,2025,"Diaf, Alaeddine; Korba, Abdelaziz Amara; Karabadji, Nour Elislem; Ghamri-Doudane, Yacine"
4MFJ2U6X,,A unified framework for context-aware IoT management and state-of-the-art IoT traffic anomaly detection,2024,"Worae, Daniel Adu; Sheikh, Athar; Mastorakis, Spyridon"
8F5NQEEJ,,"Improving network threat detection by knowledge graph, large language model, and imbalanced learning",2025,"Zhang, Lili; Zhu, Quanyan; Ray, Herman; Xie, Ying"
D9AZM26V,,TORCHLIGHT: shedding LIGHT on real-world attacks on cloudless IoT devices concealed within the tor network,2025,"Pan, Yumingzhi; Ling, Zhen; Zhang, Yue; Wang, Hongze; Liu, Guangchi; Luo, Junzhou; Fu, Xinwen"
J557TF6S,,Advanced real-time fraud detection using RAG-based LLMs,2025,"Singh, Gurjot; Singh, Prabhjot; Singh, Maninder"
WQ8HPM77,,SpaLLM-guard: pairing SMS spam detection using open-source and commercial LLMs,2025,"Salman, Muhammad; Ikram, Muhammad; Basta, Nardine; Kaafar, Mohamed Ali"
4WJ3AHK3,,Aero-LLM: a distributed framework for secure UAV communication and intelligent decision-making,2025,"Dharmalingam, Balakrishnan; Mukherjee, Rajdeep; Piggott, Brett; Feng, Guohuan; Liu, Anyi"
QB4AV2NU,,SHIELD: APT detection and intelligent explanation using LLM,2025,"Gandhi, Parth Atulbhai; Wudali, Prasanna N.; Amaru, Yonatan; Elovici, Yuval; Shabtai, Asaf"
M2R7FZN4,,HateBench: benchmarking hate speech detectors on LLM-generated content and hate campaigns,2025,"Shen, Xinyue; Wu, Yixin; Qu, Yiting; Backes, Michael; Zannettou, Savvas; Zhang, Yang"
67HTIQ9J,,BounTCHA: a CAPTCHA utilizing boundary identification in guided generative AI-extended videos,2025,"Lin, Lehao; Wang, Ke; Abdallah, Maha; Cai, Wei"
XJCCZAQU,,Rule-ATT&CK mapper (RAM): mapping SIEM rules to TTPs using LLMs,2025,"Wudali, Prasanna N.; Kravchik, Moshe; Malul, Ehud; Gandhi, Parth A.; Elovici, Yuval; Shabtai, Asaf"
4AUPSBAW,,Enhancing phishing email identification with large language models,2025,"Lee, Catherine"
KEC7DX4R,,JBShield: defending large language models from jailbreak attacks through activated concept analysis and manipulation,2025,"Zhang, Shenyi; Zhai, Yuchen; Guo, Keyan; Hu, Hongxin; Guo, Shengnan; Fang, Zheng; Zhao, Lingchen; Shen, Chao; Wang, Cong; Wang, Qian"
U3A5P2FA,,DoLLM: how large language models understanding network flow data to detect carpet bombing DDoS,2024,"Li, Qingyang; Zhang, Yihang; Jia, Zhidong; Hu, Yannan; Zhang, Lei; Zhang, Jianrong; Xu, Yongming; Cui, Yong; Guo, Zongming; Zhang, Xinggong"
IX2R6FJM,,PLLM-CS: pre-trained large language model (LLM) for cyber threat detection in satellite networks,2024,"Hassanin, Mohammed; Keshk, Marwa; Salim, Sara; Alsubaie, Majid; Sharma, Dharmendra"
87WVF9IC,,ExplainableDetector: exploring transformer-based language modeling approach for SMS spam detection with explainability analysis,2024,"Uddin, Mohammad Amaz; Islam, Muhammad Nazrul; Maglaras, Leandros; Janicke, Helge; Sarker, Iqbal H."
BQMHHFF2,,LLMPot: dynamically configured LLM-based honeypot for industrial protocol and physical process emulation,2024,"Vasilatos, Christoforos; Mahboobeh, Dunia J.; Lamri, Hithem; Alam, Manaar; Maniatakos, Michail"
JMWRWWK6,10.1109/ACSACW65225.2024.00034,Fine-tuning large language models for DGA and DNS exfiltration detection,2024,"Sayed, Md Abu; Rahman, Asif; Kiekintveld, Christopher; Garcia, Sebastian"
TEDHR44N,10.1145/3671016.3671388,DFEPT: data flow embedding for enhancing pre-trained model based vulnerability detection,2024,"Jiang, Zhonghao; Sun, Weifeng; Gu, Xiaoyan; Wu, Jiaxin; Wen, Tao; Hu, Haibo; Yan, Meng"
PJRKIEX3,10.1109/EuroSPW67616.2025.00038,PILLAR: LINDDUN privacy threat modeling using LLMs,2025,"Mollaeefar, Majid; Bissoli, Andrea; Van Landuyt, Dimitri; Ranise, Silvio"
GPKFKMVG,10.1109/ACCESS.2025.3542036,DomainLynx: advancing LLM techniques for robust domain squatting detection,2025,"Chiba, Daiki; Nakano, Hiroki; Koide, Takashi"
FGF9VSD6,10.1609/aies.v7i1.31638,"MoJE: mixture of jailbreak experts, naive tabular classifiers as guard for prompt attacks",2024,"Cornacchia, Giandomenico; Zizzo, Giulio; Fraser, Kieran; Hameed, Muhammad Zaid; Rawat, Ambrish; Purcell, Mark"
WZTSNGDW,10.1109/WF-IoT62078.2024.10811456,An adaptive end-to-end IoT security framework using explainable AI and LLMs,2024,"Baral, Sudipto; Saha, Sajal; Haque, Anwar"
VMEX45KM,10.1109/CNS62487.2024.10735607,LLM honeypot: leveraging large language models as advanced interactive honeypot systems,2024,"Otal, Hakan T.; Canbaz, M. Abdullah"
UWXPDZ9Z,10.3390/computers14020067,Advancing cyber incident timeline analysis through retrieval-augmented generation and large language models,2025,"Loumachi, Fatma Yasmine; Ghanem, Mohamed Chahine; Ferrag, Mohamed Amine"
IZHQHK6A,10.1109/DCOSS-IoT61029.2024.00026,Beyond detection: leveraging large language models for cyber attack prediction in IoT networks,2024,"Diaf, Alaeddine; Korba, Abdelaziz Amara; Karabadji, Nour Elislem; Ghamri-Doudane, Yacine"
JJEVRNR3,10.1109/PAINE62042.2024.10792717,SPICED: syntactical bug and trojan pattern identification in a/MS circuits using LLM-enhanced detection,2024,"Chaudhuri, Jayeeta; Thapar, Dhruv; Chaudhuri, Arjun; Firouzi, Farshad; Chakrabarty, Krishnendu"
4JE396MU,10.1109/BDCAT63179.2024.00021,Towards explainable network intrusion detection using large language models,2024,"Houssel, Paul R. B.; Singh, Priyanka; Layeghy, Siamak; Portmann, Marius"
AEZ4ZPI3,10.18653/v1/2024.findings-emnlp.803,Cross-modality information check for detecting jailbreaking in multimodal large language models,2024,"Xu, Yue; Qi, Xiuyuan; Qin, Zhan; Wang, Wenjie"
Q27TK92F,10.1109/SC41406.2024.00098,Large language models for anomaly detection in computational workflows: from supervised fine-tuning to In-context learning,2024,"Jin, Hongwei; Papadimitriou, George; Raghavan, Krishnan; Zuk, Pawel; Balaprakash, Prasanna; Wang, Cong; Mandal, Anirban; Deelman, Ewa"
7ZIG2KGR,10.18653/v1/2024.emnlp-main.716,Defending against social engineering attacks in the age of LLMs,2024,"Ai, Lin; Kumarage, Tharindu; Bhattacharjee, Amrita; Liu, Zizhou; Hui, Zheng; Davinroy, Michael; Cook, James; Cassani, Laura; Trapeznikov, Kirill; Kirchner, Matthias; Basharat, Arslan; Hoogs, Anthony; Garland, Joshua; Liu, Huan; Hirschberg, Julia"
N9G3HNCP,10.1109/BDAI62182.2024.10692765,SecureNet: a comparative study of DeBERTa and large language models for phishing detection,2024,"Mahendru, Sakshi; Pandit, Tejul"
TS2ZB5R4,10.1109/MILCOM61039.2024.10773857,Transfer learning in pre-trained large language models for malware detection based on system calls,2024,"Sánchez, Pedro Miguel Sánchez; Celdrán, Alberto Huertas; Bovet, Gérôme; Pérez, Gregorio Martínez"
UATR5VRF,10.1109/COMPSAC61105.2024.00206,Distributed threat intelligence at the edge devices: a large language model-driven approach,2024,"Hasan, Syed Mhamudul; Alotaibi, Alaa M.; Talukder, Sajedul; Shahid, Abdur R."
4X5SM4M3,10.1109/ICDM59182.2024.00093,AnomalyLLM: few-shot anomaly edge detection for dynamic graphs using large language models,2024,"Liu, Shuo; Yao, Di; Fang, Lanting; Li, Zhetao; Li, Wenbin; Feng, Kaiyu; Ji, XiaoWen; Bi, Jingping"
Q2CRVKE5,10.1109/ICAIC60265.2024.10433839,CANAL - cyber activity news alerting language model : empirical approach vs. Expensive LLMs,2024,"Patel, Urjitkumar; Yeh, Fang-Chun; Gondhalekar, Chinmay"
CGJQUGC9,10.1109/ISDFS65363.2025.11012066,Scalable and ethical insider threat detection through data synthesis and analysis by LLMs,2025,"Gelman, Haywood; Hastings, John D."
SDAQJKMN,10.1145/3706599.3720263,"""It warned me just at the right moment"": exploring LLM-based real-time detection of phone scams",2025,"Shen, Zitong; Yan, Sineng; Zhang, Youqian; Luo, Xiapu; Ngai, Grace; Fu, Eugene Yujun"
ZBKWKSND,10.1109/ICAIC63015.2025.10848878,AdaPhish: AI-powered adaptive defense and education resource against deceptive emails,2025,"Meguro, Rei; Chong, Ng S. T."
ZM26HA2J,10.1109/MSR66628.2025.00099,LLMSecConfig: an LLM-based approach for fixing software container misconfigurations,2025,"Ye, Ziyang; Le, Triet Huynh Minh; Babar, M. Ali"
X27ZH7RV,10.1109/TCSS.2025.3623021,"Multilingual cyber threat detection in tweets/X using ML, DL, and LLM: a comparative analysis",2025,"Akbar Murad, Saydul; Dahal, Ashim; Rahimi, Nick"
IJM78IH7,10.1109/MIOT.2025.3575803,Synthetic user behavior sequence generation with large language models for smart homes,2025,"Xu, Zhiyao; Zhao, Dan; Zou, Qingsong; Xiao, Jingyu; Jiang, Yong; Yuan, Zhenhui; Li, Qing"
BRXED658,10.1109/CSR61664.2024.10679448,AI-based attacker models for enhancing multi-stage cyberattack simulations in smart grids using Co-simulation environments,2024,"Sen, Ömer; Pohl, Christoph; Hacker, Immanuel; Stroot, Markus; Ulbig, Andreas"
VDC7MPUV,10.1109/BigData62323.2024.10825018,Next-generation phishing: how LLM agents empower cyber attackers,2024,"Afane, Khalifa; Wei, Wenqi; Mao, Ying; Farooq, Junaid; Chen, Juntao"
9IIEV76T,10.1145/3722565.3727196,AttackLLM: LLM-based attack pattern generation for an industrial control system,2025,"Ahmed, Chuadhry Mujeeb"
VHBVFEW3,10.1109/CVPR52734.2025.01934,STING-BEE: towards vision-language model for real-world X-ray baggage security inspection,2025,"Velayudhan, Divya; Ahmed, Abdelfatah; Alansari, Mohamad; Gour, Neha; Behouch, Abderaouf; Hassan, Taimur; Wasim, Syed Talal; Maalej, Nabil; Naseer, Muzammal; Gall, Juergen; Bennamoun, Mohammed; Damiani, Ernesto; Werghi, Naoufel"
92DCM7MC,10.1109/ICCWorkshops67674.2025.11162166,Integrated LLM-based intrusion detection with secure slicing xApp for securing O-RAN-enabled wireless network deployments,2025,"Moore, Joshua; Abdalla, Aly Sabri; Khanal, Prabesh; Marojevic, Vuk"
JJB7MBX2,10.1145/3696630.3728525,Drop the golden apples: identifying third-party reuse by DB-less software composition analysis,2025,"Zhang, Lyuye; Liu, Chengwei; Wu, Jiahui; Zhang, Shiyang; Liu, Chengyue; Xu, Zhengzi; Chen, Sen; Liu, Yang"
KC89JEUH,10.1109/ISDFS65363.2025.11012014,Debate-driven multi-agent LLMs for phishing email detection,2025,"Vy Nguyen, Ngoc Tuong; Childress, Felix D; Yin, Yunting"
BWX2BMQT,10.1016/j.jisa.2025.104162,DroidTTP: mapping android applications with TTP for cyber threat intelligence,2025,"Arikkat, Dincy R; P., Vinod; A., Rafidha Rehiman K.; Nicolazzo, Serena; Arazzi, Marco; Nocera, Antonino; Conti, Mauro"
III4JCUS,10.1109/CVPR52734.2025.00400,Forensics-bench: a comprehensive forgery detection benchmark suite for large vision language models,2025,"Wang, Jin; Lv, Chenghui; Li, Xian; Dong, Shichao; Li, Huadong; Yao, Kelu; Li, Chao; Shao, Wenqi; Luo, Ping"
BAPJZTME,10.1109/ICDSCNC62492.2024.10939862,Enforcing web security constraints for LLM-driven robot agents for online transactions,2024,"Shah, Shraddha Pradipbhai; Deshpande, Aditya Vilas"
RWRRW6QC,10.1007/978-981-96-8298-0_26,Adapting large language models for parameter-efficient log anomaly detection,2025,"Lim, Ying Fu; Zhu, Jiawen; Pang, Guansong"
9AXM3BEN,10.1109/SATC65530.2025.11137104,Enhancing cybersecurity in critical infrastructure with LLM-assisted explainable IoT systems,2025,"Ghimire, Ashutosh; Ghajari, Ghazal; Gurung, Karma; Sah, Love K.; Amsaad, Fathi"
EWW62EA2,10.2139/ssrn.5397852,OMNISEC: LLM-driven provenance-based intrusion detection via retrieval-augmented behavior prompting,2025,"Cheng, Wenrui; Zhu, Tiantian; Jing, Shunan; Mei, Jian-Ping; Ma, Mingjun; Jin, Jiaobo; Weng, Zhengqiu"
QEIWN94N,10.21203/rs.3.rs-6372131/v1,Guardians of the agentic system: preventing many shots jailbreak with agentic system,2025,"Barua, Saikat; Rahman, Mostafizur; Sadek, Md Jafor; Islam, Rafiul; Khaled, Shehenaz; Kabir, Ahmedul"
JFQ5MIMR,10.1109/SPW67851.2025.00017,LAMD: context-driven android malware detection and classification with LLMs,2025,"Qian, Xingzhi; Zheng, Xinran; He, Yiling; Yang, Shuo; Cavallaro, Lorenzo"
3AW7R739,10.18653/v1/2025.acl-long.359,G-safeguard: a topology-guided security lens and treatment on LLM-based multi-agent systems,2025,"Wang, Shilong; Zhang, Guibin; Yu, Miao; Wan, Guancheng; Meng, Fanci; Guo, Chongye; Wang, Kun; Wang, Yang"
9PNBBKZN,10.1109/ISDFS65363.2025.11011912,APT-LLM: embedding-based anomaly detection of cyber advanced persistent threats using large language models,2025,"Benabderrahmane, Sidahmed; Valtchev, Petko; Cheney, James; Rahwan, Talal"
K3AI76D4,10.1109/SNPD65828.2025.11254228,Hybrid LLM-enhanced intrusion detection for zero-day threats in IoT networks,2025,"Al-Hammouri, Mohammad F.; Otoum, Yazan; Atwa, Rasha; Nayak, Amiya"
86BRKDDJ,10.1016/j.future.2025.108186,CyberRAG: an agentic RAG cyber attack classification and reporting tool,2026,"Blefari, Francesco; Cosentino, Cristian; Pironti, Francesco Aurelio; Furfaro, Angelo; Marozzo, Fabrizio"
GG634F5A,10.18653/v1/2025.nlp4pi-1.7,Adaptive linguistic prompting (ALP) enhances phishing webpage detection in multimodal large language models,2025,"Bhargude, Atharva; Gonehal, Ishan; Yoon, Dave; Brien, Sean O; Vinnakota, Kaustubh; Haney, Chandler; Sandoval, Aaron; Zhu, Kevin"
AG33AK8A,10.1109/MWC.2025.3620258,"Generative AI for vulnerability detection in 6G wireless networks: advances, case study, and future directions",2025,"Yang, Shuo; Zheng, Xinran; Xu, Jinfeng; Li, Jinze; Song, Danyang; Chen, Zheyu; Ngai, Edith C. H."
